song_name,region,info,song_content
Ben Garibim Sen Garibsin,,Muhlis Akarsu,Döne Döne Yandık Aşkın Narına  Ben Garibim Sen Garipsin Güzel Dost  Neler Vermedim Senin Uğruna  Ben Garibim Sen Garibsin Güzel Dost  Bilmez İdim Ateş İle Dumanı  Ben Başka Tanırdım İkrar İmanı  Sen Kaldırdın Gönlümdeki Gümanı  Ben Garibim Sen Garibsin Güzel Dost  Akarsuyum Yaramız Çok Derinden  Bir Olsaydık Yer Oynardı Yerinden  Öldüğümü Duyar İsen Birinden  Ben Garibim Sen Garibsin Güzel Dost
Ben Geçiye Gidemem,Giresun,Giresun/Görele/Çavuşlu Köyü-Mustafa Tahmaz-Ömer Akpınar,Ben Geçiye Gidemem Gırarım Bacağını Baba Beni Evlendir Yıkarım Ocağını Ben Geçiye Gidemem Geçi Beni Kakıyor Peygamber Tavukları Pencereden Bakıyor Geçi İle Goyunu Ben Sürüye Gatamam Yıkılası Sayfan A Tek Başıma Yatamam Sevdalık İnce Maraz Yürek Yakar Can Almaz Sevdaluk Çeken Uşak Eyi Hallara Kalmaz
Ben Giderim Batum’a,Sinop,Sinop-Münire Tarabuş-Sebahat Karakulakoğlu,Ben Giderim Batum’a Batum’un Batağına Bahçenizden İçeri Al Beni Otağına Nazlı Yarim Geldim Sana  Fistanını Toplasana Kemençeler Çalınıyor Bize Horun Oynasana Heyy Köşke Serdim Yatağı Gel Derdimin Ortağı Yataklar Diken Oldu Senden Ayrı Yatalı Bıldırcının Uçuyor Kanadını Açıyor Bıldır Ki Sevdüceğim Bu Yıl Benden Kaçıyor
Ben Giderim Erek Yolu,Van,Van-Abdurrahman Ceberut-Muzaffer Sarısözen,Ben Giderim Erek Yolu Liverim Belimde Dolu Beni Tutan Zaptiye Kolu Aman Şimdi Yaman Şimdi  Aman Şimdi Yaman Şimdi   Dağlar Başı Duman Şimdi  Güzel Sevmek Çok Hoş Amma  Ayrılması Yaman Şimdi Atım Kaçtı Ben Vuruldum Düştüm Boynuna Sarıldım Kınamayın Arkadaşlar  Ben Bir Yosmaya Vuruldum  Aman Şimdi Yaman Şimdi   Dağlar Başı Duman Şimdi  Güzel Sevmek Çok Hoş Amma  Ayrılması Yaman Şimdi Ördek Çalkanır Göllerde  İsmim Söylenir Dillerde  Kalmışım Gurbet Ellerde  Halin Nedir Diyenim Yok  Aman Şimdi Yaman Şimdi   Dağlar Başı Duman Şimdi  Güzel Sevmek Çok Hoş Amma  Ayrılması Yaman Şimdi
Ben Giderim Oduna,Afyon,Afyon-Kadir Üstündağ-Muzaffer Sarısözen,"Ben Giderim Oduna,  Sahan Derler Adıma.  Geleli Üç Ay Oldu,  Doyamadım Tadına.  Yalan Mıydı Yaşar,  Karakolda Doğru Söyler,  Mahkemede Şaşar.  Karşıdan Gelen Atlı, Altında Kilim Katlı, Anam Babam Sağ Olsun,  Hepisinden Yar Tatlı.  Yalan Mıydı Yaşar, Karakolda Doğru Söyler, Mahkemede Şaşar. Sarı Yayımın Bendi,  Ne Tez Unuttun Andı.  Düşmanlar Bile Etmez, Bana Attığın Fendi.  Yalan Mıydı Yaşar,  Karakolda Doğru Söyler,  Mahkemede Şaşar."
Ben Gidersem Sazım Sen Kal Dünyada,Sivas,Sivas/Şarkışla-Aşık Veysel Şatıroğlu-TRT,Ben Gidersem Sazım Sen Kal Dünyada  Gizli Sırlarımı Aşikar Etme  Lal Olsun Dillerin Söyleme Yada  Garip Bülbül Gibi Ah Ü Zar Etme  Gizli Dertlerimi Sana Anlattım Çalıştım Sesimi Sesine Kattım Bebe Gibi Kollarımda Yaylattım Hayali Hatır Et Beni Unutma Benim Her Derdime Ortak Sen Oldun  Ağlarsam Ağladın Gülersem Güldün  Sazım Bu Sesleri Turnadan M'aldın  Pençe Vurup Sarı Teli Sızlatma  Bahçede Dut İken Bilmezdin Sazı  Bülbül Konar Mıydı Dalına Bazı  Hangi Kuştan Aldın Sen Bu Avazı  Söyle Doğrusunu Gel İnkar Etme  Ay Geçer Yıl Geçer Uzarsa Ara Giyin Kara Libas Yaslan Duvara Yanından Göğsünden Açılır Yara Yar Gelmezse Yaraların Elletme Sen Petek Misali Veysel De Arı  İnleşir Beraber Yapardık Balı  Ben Bir İnsanoğlu Sen Bir Dut Dalı  Ben Babamı Sen Ustanı Unutma
Ben Gidiyom Rüştü Beyim Ağlama (U.H.),Malatya-Sivas,Malatya-Sivas-Kemal Keskin-TRT Ankara,Ben Gidiyom Rüştü Beyim Ağlama Köz Koyupta Ciğerimi Dağlama Alay Gitti Beni Burda Eğleme  Yemene De Benim Ağam Yemen'e  Endi M'ola Mehrali Bey Yemen'e (Oy Oy Yemen'e)  Gurdu M'ola Çadırları Çimene  Oğul Köz Düştüğü Yeri Yakar Kime Ne   Dert Benim Vallah Kime Ne Ben Gidiyom Rüştü Beyim Sana Bir Nişan Susuzluktan Alaylarım Perişan Hiç İflah Mı Olur Da Yemene Düşen   Yemene De Benim Ağam Yemen'e  Endi M'ola Mehrali Bey Yemen'e (Oy Oy Yemen'e)  Gurdu M'ola Çadırları Çimene  Oğul Köz Düştüğü Yeri Yakar Kime Ne   Dert Benim Vallah Kime Ne Mehrali'yi Sokaklarda Tuttular Ağamı Da Bir Gurşuna Sattılar Mehrali'yi Yemen'e Attılar  Yemene De Benim Ağam Yemen'e  Endi M'ola Mehrali Bey Yemen'e (Oy Oy Yemen'e)  Gurdu M'ola Çadırları Çimene  Oğul Köz Düştüğü Yeri Yakar Kime Ne   Dert Benim Vallah Kime Ne
Ben Gidiyorum Baylere,Bolu,Bolu/Gerede-İsmail Kuş-Muzaffer Sarısözen,Ben Gidiyorum Baylere Hem Baylere Baylere Benden Selâm Söyleyin (Ah) Beni Soran Beylere (Civan Meleğim) Uzun Kavak Bu Mudur Dibindeki Su Mudur A Benim Nazlı Yârim (Ah) Son Cevabın Bu Mudur (Civan Meleğim) Uzun Uzun Çarşılar O Yâr Beni Karşılar O Yâr Benim Olursa (Ah)  Kurban Kesin Komşular (Civan Meleğim)
Ben Gidiyorum Yoluma,Eskişehir,Eskişehir-Saliha Gürlü-Ali Gürlü,Ben Gidiyorum Yoluma (Da Hanım Ayşe'm) Bir Taş Deydi Koluma Ben De Seni Sevmez İdim (Hanım Ayşe'm) Kendin Geldin Yanıma Ben Gidiyorum Yolca (Yolca Hanım Ayşem) Çiçekler Açar Gonca O Senin Mahmur Bakışın (Hanım Ayşe'm) Sokuyor Beni Borca Ben Gidiyorum Yolum Bayır (Hanım Ayşe'm) Gülü Dikenden Ayır Ayırırsan Tezden Ayır (Hanım Ayşe'm) Yanıyom Cayır Cayır Ben Gidiyorum Bende (Bende Hanım Ayşe'm) Bir Arzum Kaldı Sende Mapuslara Gidiyorum (Hanım Ayşe'm) Din İman Yok Mu Sende
Ben Havada Uçarıdım,Isparta,Isparta/Yalvaç-Havva Canlı-Ali Canlı,Ben Havada Uçarıdım Alaylan Tuttun Beni (Naman) Ben Bahamı Biliridim Bir Pula Sattın Beni (Naman) Yeşil Yaprak Arasında Kırmızı Gül Goncası (Naman) Nerelere Katip Olmuş  Gönlümün Eylencesi (Naman) Girdim Yarin Bahçesine Güller Açmış Gül Güle (Naman) Benden Selâm Söyleyin (A Yârim) Dalındaki Bülbüle (Naman)
Ben Kendimi Gülün Dibinde Buldum,Kütahya,Kütahya-Hisarlı Ahmet-Yücel Paşmakçı,Ben Kendimi Gülün Dibinde Buldum Guru Guru Sevdayımış Sarardım Soldum Sevda Bir Düşmüş Kendime Yordum  Ay Karanlık Aman Gece Vurdular Beni Ey  Yarin Çevresine Sardılar Beni Ey Değirmen Deresi Bölük Kadınım Bölüktür İçerde Ciğerim Delik Kadınım Deliktir Dünya Dedikleri Bir Gölgeliktir  Ay Karanlık Aman Gece Vurdular Beni Ey  Yarin Çevresine Sardılar Beni Ey
Ben Melamet Hırkasını,,Kul Nesimi-,Ben Melamet Hırkasını Kendim Giydim Eynime Ar U Namus Şişesini Taşa Çaldım Kime Ne Haydar Haydar Taşa Çaldım Kime Ne  Gah Çıkarım Gökyüzüne Seyrederim Alemi Gah İnerim Yeryüzüne Seyreder Alem Beni Haydar Haydar Seyreder Alem Beni Sofular Haram Demişler Bu Aşkın Badesine Ben Doldurur Ben İçerim Günah Benim Kime Ne Haydar Haydar Günah Benim Kime Ne Nesimi'ye Sormuşlar Yarin İlen Hoş Musun Hoş Oluyum Olmuyayım O Yar Benim Kime Ne Haydar Haydar O Yar Benim Kime Ne
Ben Mi İstedim,,Dursun Özdil,Yüreğimde Sevda Gönlümde Gam Var Bu Derdi Cefayı Ben Mi İstedim Göz Yaşlarım Haldan Anlamaz Oldu Gizli Gizli Ağlamayı Ben Mi İstedim Çalılara Dönmüş Ömrümün Gülü Baykuş Fırsat Konmuş Kovar Bülbülü Aksi Haber Verdi Seherin Yeli Dalga Dalga Savrulmayı Ben Mi İstedim Özdilim Hasretin Eritti Beni Birileri Engelledi Gülmemi En Sonunda Hedef Seçtin Sinemi Yüreğimden Vurulmayı Ben Mi İstedim
Ben Pirim Diyene Selam Söyleyin,,Davut Sulari,Ben Pirim Diyene Selam Söyleyin Nutk-ı Ehlullahı Tutmaz Mı Talip Bu Yola Yolcuysa Hele Eğleyin Hak Kelamı Kabul Kılmaz Mı Talip Pir Olan Kişiler Riyakar Olmaz İlimsiz İrfansız İnsan Yol Almaz Çoğunda Dert Var Ki Dermanı Bulmaz Canı Şah Aşkına Vermez Mi Talip Davut Sulari De Talip Bu Yola Cahdet Ki Çeşmeden Bakracın Dola Beni Muhtaç Etme Yaramaz Kula Öl Dediğin Yerde Ölmez Mi Talip
Ben Pınara Varmışem,Erzincan,Erzincan-Ali Bakan-Ahmet Yamacı,Arzu  Ben Pınara Varmışem Elim Yüzüm Yumuşem Din İmanım Has Kamber Sen Bileziğimi Görmüşsen Kamber  Ben Pınara Varmadım Elim Yüzüm Yumadım Din İmanım Has Arzu Ben Bileziğini Görmedim Arzu  Keskin Kılıç Kındadır Siyah Zülfü Bizdedir Din İmanım Has Kamber Benim Bileziğim Sendedir Kamber  Evinin Önü Suluk Su Akar Oluk Oluk Bileziğini Görürsem Ne Verirsen Müjdanlık Arzu  Evinin Önü Suluk Su Akar Oluk Oluk Bileziğimi Görürsen Kendim Sana Müjdanlık
Ben Razı Değilem Hicrana Gama,Erzurum,Erzurum/Narman-Bardızlı Aşık Nihani-Muzaffer Sarısözen,Ben Razı Değilem Hicrana Gama Garip Gönlüm Haldan Hala Salan Var Sabavetten Beri Bir Yol Gözlerim El Zanneder Uzahlarda Kalan Var Sümmani'yem Ya Rab Gönlüm Hoş Eyle Ya Sabır Ver Ya Bağrım Taş Eyle Ya Bir Çift Kanat Ver Da Kuş Eyle Tez Ulaşam Yar Bağında Talan Var
Ben Seni Sevduğumu Dünyalara Bildurdum,Trabzon,Trabzon-Hasan Tunç,Ben Seni Sevduğumi Da  Dünyalara Bildurdum Endurdun Kaşlaruni  Babani Mi Eldurdum En Dereye Dereye Da  Al Derelen Taşlari Bizden Geçti Sevdaluk  Al Cebumden Saçlari Kız Evunun Onine Da  Sereceğum Kilimi Oldi Hayli Zamanlar  Görmedum Sevduğumi Yaz Geldi Bahar Geldi Da  Açti Yeşil Yapraklar Ben Sana Doyamadum  Doysun Kara Topraklar
Ben Seni Severken Sen Ele Baktın,,Devran Baba,Ben Seni Severken Sen Ele Baktın Mecnun Gönlüm Senden Vazgeçti Leylam Yanıkmıştım Sana Yar Ayrı Düştüm Mecnun Gönlüm Senden Vazgeçti Leylam Yoruldum Hayatta Kaldım Arada Delik Deşik Ettin Döndüm Sahrada Kızgın Yağ Döktüler Kurt Var Yarada Mecnun Gönlüm Senden Vazgeçti Leylam Bugün Gidiyorum Ben Adanadan Sensin Şu Yüreğim Vurup Kanadan Sana Hayır Gelmez Devran Baba'dan Mecnun Gönlüm Senden Vazgeçti Leylam
Ben Susadım Sular İsterim,Muğla,Muğla/Ula-Ali Rıza Zorlu-Muzaffer Sarısözen,Ben Susadım Sular Aman İsterim Su Deresi Nereye Gelir Gösterin Ben Ellerin Kahrını Çekemdim Ben İlle Kendi Yarimi İsterim  Amanın Aman Da Yaylaların Ormanı  Bulunur Mu Yangınlığın Dermanı Şu Dağların Kekliğini Av Ettim Bir Yosmam Ben Kendime Yar Ettim Ey Sevdiğim Ben Nerelere Gideyim Günlerimi Sen Başıma Yıl Ettin  Amanın Aman Da Yaylaların Ormanı  Bulunur Mu Yangınlığın Dermanı
Ben Yare Yolladım Bir Elmas Kutu,Bilecik,Bilecik/Kendirli Köyü-Nuriye Yılmaz-Saadet Yılmaz Bircan,Ben Yâre Yolladım Bir Elmas Kutu (Aman Aman Ey) Kutunun İçinde On Türlü Koku Yârimi Sorarsan Cevahir Topu (Aman Aman Ey)  Yârden Bir Yüzük Geldi  O Da Parmağıma Dar Geldi  Ellerin Sardığı Bana Zor Geldi Kurşunlu Camide Kıldım Namazı (Aman Aman Ey) Sünneti Kılarken Unuttum Farzı Ben Yari Görünce Niderim Nazı (Aman Aman Ey)  Yârden Bir Yüzük Geldi  O Da Parmağıma Dar Geldi  Ellerin Sardığı Bana Zor Geldi Gideyim Gideyim Görünmeyeyim (Aman Aman Ey) Şalımı Başıma Bürünmeyeyim Ellerden Gördükçe Yerinmeyeyim (Aman Aman Ey)  Yârden Bir Yüzük Geldi  O Da Parmağıma Dar Geldi  Ellerin Sardığı Bana Zor Geldi
Ben Yarime Gal'Altında Gavuştum,Karabük,Karabük/Safranbolu-Sadi Yaver Ataman-Sadi Yaver Ataman,Ben Yârime Gal'altında Gavuştum Öptüm Sevdim Helallaştım Barıştım (Aman Aman Aman Barıştım) (Yandım Aman Aman Barıştım) Yar Aşağı Ben Yukarı Savuştum Pes De Bir Yana Avrukalar Düzgündür (Aman Aman Aman Düzgündür) (Yandım Aman Aman Düzgündür) Uyku Gelmiş Ela Gözler Süzgündür (Aman Aman Aman Süzgündür) (Yandım Aman Aman Süzgündür Fesimin Gırmızısı Vurdu Yüzüme Dünya Malı Gözükmeyor Gözüme (Aman Aman Aman Gözüme) (Yandım Aman Aman Gözüme) Yazuğ Oldu El Alemin Kızına Vermem Seni Yad Ellere Şan Olsun (Aman Aman Aman Şan Olsun) (Yandım Aman Aman Şan Olsun)
Ben Yarimi Gördüm Aşk Pınarında,Tokat,Tokat/Zile/Bacul-Sadık Uluışık-Ankara Devlet Konservatuarı,Ben Yarimi Gördüm Aşk Pınarında Civan Yarin Mah C Emali Sararmış Ben Gönlümü Verdim Onun Yoluna O Da Bencileyin Beni Ararmış Kömür Gözlüm Hiç Mi Gelmem Aklına Aktı Didem Yaşı Doldu Koynuma Ezel Ayrılığı Ben Kınar İdim Demirden Yay Oldu Geçti Boynuma
Ben Yarimi Gülün Dibinde Buldum,Afyon,Afyon-Emin Abacı-M. Çelebioğlu-R. Erdoğan-Ankara Devlet Konservatuarı,Ben Yârimi (Aman) Gülün Dibinde Buldum (Aman Aman) Kuru Sevda İmiş Kendimi Yordum (Vay) Hayf Ömrümü (Aman) Şimdi Havaya Verdim (Aman Aman)  Dağlar Hareli Dağlar Yareli Dağlar (Ey)  İki Eli Koynunda Sevdiğim Ağlar (Ey) Orta Pencerenin (Aman) Parmağı Yoktur (Aman Aman) Ölürüm Ayrılmam Çareler Yoktur (Vay) Gel Yârim Göğsüne Düğmeler Diktir (Aman Aman)  Dağlar Hareli Dağlar Yareli Dağlar (Ey)  İki Eli Koynunda Sevdiğim Ağlar (Ey)
Ben Yemenimi Al İsterim,Bursa,Bursa-Halil Bedii Yönetken-Muzaffer Sarısözen,Ben Yemenimi (Aman Aman) Al İsterim Ortasında (A Canım Da) Dal İsterim Bir Güzelce (Aman Aman) Yâr İsterim  Al Gel Aman A Canım Da Mor Çiçeği  Bul Gel Aman A Canım Da Mor Çiçeği Ben Yemenimi (Aman Aman) Çaldım Taşa Taş Yarıldı (A Canım Da) Baştan Başa Yazılanlar (Aman Aman) Gelir Başa  Al Gel Aman A Canım Da Mor Çiçeği  Bul Gel Aman A Canım Da Mor Çiçeği
Ben Yolcuyum Helallaşak Sabahtan,,Aşık Bektaş Kaymaz,Ben Yolcuyum Helallaşak Sabahtan Bu Ayrılık Devam Eder Bir Zaman Bir Buse Alayım O Gül Yanaktan Bu Ayrılık Devam Eder Bir Zaman Seher Yeli Gibi Sineme Esme Ben Sana Gücenmem Sen Bana Küsme Gurbette Galırsam Mektubun Kesme Bu Ayrılık Devam Eder Bir Zaman Gene Dumanlandı Dağların Başı Durmayıp Akıyor Gözümün Yaşı Hatırdan Çıkarma Âşık Bektaş'ı Bu Ayrılık Devam Eder Bir Zaman
Ben Çaya İndim,Erzurum,Erzurum/Horasan-Refik Bingöl-Yücel Paşmakçı,Ben Çaya İndim (Oy) Çay Kara Daşlar (Vay Nana Bir Hoşum Can) Ben Çaya İndim (Oy) Çay Kara Daşlar (Vay Nana Serhoşum Ben) Al Yeşil Bezenmiş Fidan Ağaçlar (Vay Nana Bir Hoşum Can) Al Yeşil Bezenmiş Fidan Ağaçlar (Vay Nana Serhoşum Ben) Ben Çaya İndim (Oy) Daş Bulamadım (Vay Nana  Bir Hoşum Can) Ben Çaya İndim (Oy) Daş Bulamadım (Vay Nana Serhoşum Ben) Altın Yüzüğe (Oy) Kaş Bulamadım (Vay Nana Bir Hoşum Can) Altın Yüzüğe (Oy) Kaş Bulamadım (Vay Nana Serhoşum Ben)
Bergama'nın Hanları,İzmir,İzmir/Kayalarbaşı Köyü-Şükrü Varol-TRT,Bergama'nın Hanları Yeşil De Boya Camları Sol Yanıdan Vuruldu (İzzet'im) Akıyoru Kanları Lofçalı'yı Bastılar Çalıya Da Mavzer Astılar Al'efenin Ülüsünü (İzzet'im) Bir Kamaya Astılar Lofçalı'nın Alt Yanında İnden Aman Evim Var Alıverin Tabancamı (İzzet'im) Senden Başka Kimim Var
Bergama'nın Yolu Tozlu Yörünmez,Manisa,Manisa/Soma/Tarhala Köyü-Yöre Ekibi-Nihat Kaya-S.Özdemir-M.Yazıcıoğlu,Bergama'nın Yolu Tozlu Yörünmez (Efem) Dağlar Taşlar Candarmaylan Görünmez Çerkezoğlu Tedbir Almış Girilmez (Efem) Dalgın Uykulardan Uyanamadım Çakırım (Aman) Ben Bu Ayrılığa Dayanamadım
Beri Gel Beride Boyu Güzelim (U.H.),Malatya,Malatya/Arguvan-Teslim Budak-Muharrem Temiz,Beri Gel Beride Boyu Güzelim Alma Yanağında Kalma Nazarım Yol Üstüne Kazın Benim Mezarın Yar Gelip Geçtikçe Bana Can Gelir Armut Ağacına Da Yaslanmıyasın Yarim Var Diye De Güvenmiyesin El Gızı Dediğin Uçan Bir Kuştur Sakın Sözlerinede İnanmıyasın Arguvanın Yolu Tozdur Dumandır Bizi Böyle Eden Ahdı Amandır Ben Giderim Geleceğim Gümandır Onun İçin Ağlar Ağlar Gezerim  Beri Gel Beri Gel Ben Adam Yemem Saklarım Sırrını Ellere Demem Ellerin Yarine Benimsin Demem Benim Desem Şu Yüreğim Sızlar
Berçelan Yaylaları,Hakkari,Hakkari-Abdülhakim Keskim-Can Etili,Berçelan Yaylaları Severim Buraları Gülnaz Karşıdan Gelir Terlemiş Yanakları  Hey Hey Gülnaz Gülnaz Gülnaz  Severim Buraları  Gülzâr Karşıdan Gelir  Terlemiş Yanakları Berçelanın İnişi Gökte Reşko’nun Başı Parıl Parıl Parlıyor Sümbül’ün Altın Başı  Hey Hey Gülnaz Gülnaz Gülnaz  Severim Buraları  Gülzâr Karşıdan Gelir  Terlemiş Yanakları Teperim Ben Teperim Karlı Dağlar Tepilmez Çıkarım Seyrederim Nazlı Yârim Görünmez  Hey Hey Gülnaz Gülnaz Gülnaz  Severim Buraları  Gülzâr Karşıdan Gelir  Terlemiş Yanakları
Berçenekten Yaya Geldim,,Aşık Mahzuni Şerif,Berçenekten Yaya Geldim Aman Doktor Bak Bebeğe Beşiğini Elden Aldım Yandım Doktor Bak Bebeğe Yıkık Yuvam Kara Yasta Yalvarırım Eşe Dosta Annesi Bebekten Hasta Aman Doktor Bak Bebeğe Kuru Soğan Yağsız Aşım Yırtık Bağrım Açık Başım Birşey Değil Vatandaşım Aman Doktor Bak Bebeğe Allah İçin Bir Merhem Çal Öldürür Beni Bu Vebal Param Yok Ceketimi Al Aman Doktor Bak Bebeğe Mahzuni Şerif Çobandır Meskeni Dumanlı Tandır Bebektir Amma İnsandır Aman Doktor Bak Bebeğe
Beslemeylen Çıktım Yola,İzmir,İzmir/Tire-Yaşar Işık Saygın-Durmuş Yazıcıoğlu,Besmele'ylen Çıktım Yola Selâm  Verdim Sağa Sola İki (De) Gözüm (De) Hasan Efendi Ramazan Şerifleriniz Mübarek Ola Ovada Keten İşlensin Tavlada Atın Kişnesin İki (De) Gözüm (De) Hasan Efendi Allah Evlâtlarını Bağışlasın Davulumun Üstü (De) Tura Aradım Geldim Sora Sora Fahri Efendi’min Hanesi Bura Aslan Beyim (De) Sen Binler Yaşa Yağmur Yağar Dolu (Da) Dolu Uzaktır Kâbenin (De) Yolu Bu Aylarda Oruç (Da) Tutan Allah'ın Sevgili (De) Kulu Nerhanesin Nerhanesin Yok Sözünde Barhanesin Hasan Efendi’mi Sorar İsen Peynircilerin Bir Danesin Evlerinin Önü Mersin Mersinin Dalları (Da) Tersin Ben Beyimden Beş Banganot Aldım  Allah Uzun Ömürler Versin İşte Geldim Koşa Koşa  Ayağımda Vurdum Taşa İki Gözüm Ratip Efendi Sen Bu Hânede Binlerce Yaşa Çarşı Da Dikerler Mesti Elinde De Dolu (Da) Testi Küçücük Beyimden Beş Banganot Esti Allah Tükenmez Ömürler Versin Eslenirsin Eslenirsin Kuş Etinden Beslenirsin İki De Gözüm Tahir Efendi Şu Cihanın Aslanısın Allahısmarladık Size Duanan Unutman Bize Bayram Gününde Sağolursam Gine De Dolaşarım Size Evlerinin Önleri İğde İğdenin Dalları Da Yerde Ratip Efendi'yi Sorar İsen Mavi Boyalı Da Yeni Evde Davuluma Vurdum Turayı Dolandım Geldim Burayı İki (De) Gözüm (De) Tahir Efendi’m Bugün Bırakmam Bu Sırayı
Bey Dağın Başında Kardır Borandır,Sivas,Sivas/Zara-Aşık Hasan Turan-Rıfat Kaya,Bey Dağın Başında Kardır Borandır Kardır Borandır Yar Bu Gurbette Zalım Derttir Veremdir Derttir Veremdir İlkbahar Gelince Mevlam Kerimdir Yar Kapandı Yollarım Gelemem Gayrı Göremem Gayrı Has Bahçenin Duvarın Örmedim Uy Ölem Örmedim Doya Doya Ben O Yari Görmedim Anam Görmedim Yazık Garip Başıma Nazlı Yarin Kıymetini Bilmedim Dağlar Kışımış Nazlı Yar Üşümüş
Beyaz Fesli Esmer,Aksaray,Aksaray/Baymış Köyü-Bayram Çalışkan-Muzaffer Sarısözen,Beyaz Fesli Esmer (Amman Amman) Sensin Benim Bi Danem (Amman Amman) Kekillerin Nişte Nişte (Amman) Aklım Alan Bi Danem  Sensin Bu İşte
Beyaz Giyme Toz Olur,Bolu,Bolu-Ahmet Sevinç-Emin Aldemir,"Beyaz Geyme Toz Olur, Siyah Geyme Söz Olur.  Gel Beraber Gezelim,  Muradımız Tez Olur.   Salına Da Salına Da Gel,   Hadi Yavrum  Dön Dolaş Yine Bana Gel.  Beyaz Geyme Tanırlar Seni Yolcu Sanırlar Zaten Bende Talih Yok Seni Benden Alırlar  Salına Da Salına Da Gel,   Hadi Yavrum  Dön Dolaş Yine Bana Gel.  Alçak Ceviz Dalları Sıva Beyaz Kolları Kız Nereden Geleyim, Hep Tutmuşlar Yolları.  Salına Da Salına Da Gel,   Hadi Yavrum  Dön Dolaş Yine Bana Gel.  Not:Türkünün sözleri doğrudur."
Beydağı'nın Başı Kardır Borandır,Sivas,Sivas/Divriği-Güzel Hüseyin Özkan,Beydağı'nın Başı Kardır Borandır Bizi Böyle Eden Derttir Veremdir Yaz Bahar Gelince Mevlam Kerimdir Yar Kapandı Yollarım Gelemem Gayrı Varamam Gayrı Tükendi Mecâlim Varamam Gayrı Aktı Gözüm Yaşı Oldu Bir Irmak Bize Haram Oldu Bu Yerde Durmak Ne Müskülümüş De Yardan Ayrılmak Kız Kapandı Yollarım Gelemem Gayrı Varamam Gayrı Tükendi Mecalim Gelemem Gayrı
Beyhude,,Gündüz Ergül,Gönül Aşık Ben Bir Deli  Gezer Bir Zaman Beyhude Başımızda Sevda Yeli  Eser Bir Zaman Beyhude   Geçti Benim Deli Çağım  Viran Oldu Gönül Bağım  Tükendi Fitilim Yağım  Yandı Bir Zaman Beyhude  İster Kader İster Yazı  Seven Aşık Çeker Nazı  Alan Razı Satan Razı Çeker Bir Zaman Beyhude  Geçti Benim Deli Çağım  Viran Oldu Gönül Bağım  Tükendi Fitilim Yağım  Yandı Bir Zaman Beyhude  Gönül Der Ki Niçin Niçin Yanıyorsun  İçin İçin Gündüz Ergül Senin İçin  Yandı Bir Zaman Beyhude  Geçti Benim Deli Çağım  Viran Oldu Gönül Bağım  Tükendi Fitilim Yağım  Yandı Bir Zaman Beyhude
Beyler Bahçesinde Bir Derin Kuyu,Tekirdağ,Tekirdağ/Şarköy-Mustafa Karayer-Yücel Paşmakçı,Beyler Bahçesinde Bir Derin Kuyu Kuyudan Çekerler (Bre Validem) Güller Suyu Ayle De Gözlerim Ayle Ayrılık Günü Söyle De Dillerim Söyle Muhabbetin Sonu Beyler Bahçesinde Bir Kuzu Meler Kuzunun Meleyişi (Bre Validem) Bağrımı Deler Ayle De Gözlerim Ayle Ayrılık Günü Söyle De Dillerim Söyle Muhabbetin Sonu Beyler Bahçesinde Bir Fener Yanar Fenerin Etrafına (Bre Validem) Şahinler Konar Ayle De Gözlerim Ayle Ayrılık Günü Söyle De Dillerim Söyle Muhabbetin Sonu
Beyler Bahçesinde Bülbüller Şakır-1,Manisa,Manisa/Soma/Tarhala Köyü-Yöre Ekibi-Nihat Kaya-S.Özdemir-M.Yazıcıoğlu,Beyler Bahçesinde Bülbüller Şakır (Hey Aman Hey) Al Yanağına Mor Yazmayı Bağlama (Hey) Biz Gidiyoruz Merak Edip Ağlama (Hey)
Beyler Bahçesinde Gandiller Yanar,Denizli,Denizli/Goncalı Köyü-İsmail Şen-Özay Gönlüm,Beyler Bahçesinde Gandiller Yanar Gandilin Şavkına Da Bülbüller Gonar (A Canım Sürmelim Palazım) Alem Sevdiğine De Böyle Mi Yanar Açcıcık Aklımı Da Aldında Gittin (A Canım Sürmelim Palazım) Beyler Bahçesinde De Yatmış Uyumuş Ela Gözlerini De Uyku Bürümüş (A Canım Sürmelim Palazım) Herkes Sevdiğini De Almış Yörümüş Açcıcık Aklımı Da Aldında Gittin (A Canım Sürmelim Palazım)
Beyler Bahçesinden Atlıyamadım,Kastamonu,Kastamonu-Sarı Recep-Nida Tüfekçi,Beyler Bahçesinden Atlayamadım Cephanem Döküldü Toplayamadım Zalim Düşmanları Haklayamadım Var Git Oğlan Var Git Ben Sana Varmam Annenden Babandan İntizâr Alamam  Tabancası Elinde  Şişhanesi Belinde  Güzel İzmir Yolunda  Ben Bir Güzele Vuruldum Beyler Bahçesinde Kandiller Yanar Kandilin Şavkina Bülbüller Konar Herkes Sevdiğine Böyle Mi Yanar Var Git Oğlan Var Git Ben Sana Varmam Annenden Babandan İntizar Almam  Tabancası Elinde  Şişhanesi Belinde  Güzel İzmir Yolunda  Ben Bir Güzele Vuruldum
